502,0,0,-0.0000000125,0.0000000202,-0.0000418735,0.0099999990
503,0,0,-0.0000015561,0.0000024981,-0.0000929675,0.0099999990
504,0,0,-0.0000042290,0.0000055728,-0.0001663446,0.0099999990
505,0,0,-0.0000082987,0.0000093806,-0.0002673437,0.0099999990
506,0,0,-0.0000140981,0.0000140964,-0.0004025510,0.0099999990
507,0,0,-0.0000220398,0.0000199366,-0.0005801238,0.0099999990
508,0,0,-0.0000326345,0.0000271695,-0.0008101641,0.0099999990
509,0,0,-0.0000465150,0.0000361269,-0.0011051827,0.0099999990
510,0,0,-0.0000644647,0.0000472203,-0.0014806745,0.0099999990
511,0,0,-0.0000874539,0.0000609589,-0.0019558279,0.0099999990
512,0,0,-0.0001166843,0.0000779734,-0.0025544073,0.0099999990
513,0,0,-0.0001536441,0.0000990451,-0.0033058447,0.0099999990
514,0,0,-0.0002001764,0.0001251413,-0.0042465882,0.0099999990
515,0,0,-0.0002585638,0.0001574602,-0.0054217791,0.0099999990
516,0,0,-0.0003316332,0.0001974856,-0.0068873214,0.0099999990
517,0,0,-0.0004228855,0.0002470550,-0.0087124490,0.0099999990
518,0,0,-0.0005366564,0.0003084443,-0.0109829092,0.0099999990
519,0,0,-0.0006783156,0.0003844721,-0.0138048887,0.0099999990
520,0,0,-0.0008545131,0.0004786287,-0.0173099017,0.0099999990
521,0,0,-0.0010734847,0.0005952371,-0.0216608166,0.0099999990
522,0,0,-0.0013454300,0.0007396512,-0.0270593357,0.0099999990
523,0,0,-0.0016829801,0.0009185009,-0.0337552738,0.0099999990
524,0,0,-0.0021017792,0.0011399976,-0.0420579957,0.0099999990
525,0,0,-0.0026212019,0.0014143110,-0.0523506450,0.0099999990
526,0,0,-0.0032652406,0.0017540349,-0.0651077032,0.0099999990
527,0,0,-0.0040636105,0.0021747651,-0.0809168624,0.0099999990
528,0,0,-0.0050531144,0.0026958212,-0.1005058526,0.0099999990
529,0,0,-0.0062793259,0.0033411238,-0.1247760295,0.0099999990
530,0,0,-0.0077986898,0.0041403012,-0.1548435688,0.0099999990
531,0,0,-0.0096811065,0.0051300411,-0.1920909309,0.0099999990
532,0,0,-0.0120131516,0.0063557891,-0.2382301092,0.0099999990
533,0,0,-0.0149020376,0.0078738174,-0.2953814029,0.0099999990
534,0,0,-0.0184805402,0.0097538223,-0.3661706686,0.0099999990
535,0,0,-0.0229131054,0.0120821189,-0.4538498401,0.0099999990
536,0,0,-0.0284033823,0.0149656009,-0.5624464988,0.0099999990
537,0,0,-0.0352035880,0.0185366573,-0.6969483375,0.0099999990
538,0,0,-0.0436260747,0.0229592418,-0.8635326385,0.0099999990
539,0,0,-0.0540576887,0.0284364032,-1.0698492527,0.0099999990
540,0,0,-0.0669774961,0.0352195954,-1.3253726959,0.0099999990
541,0,0,-0.0829788112,0.0436202573,-1.6418364048,0.0099999990
542,-1,0,-0.1027964353,0.0540242147,-2.0337898731,0.0099999990
543,-2,0,-0.1273410439,0.0669099998,-2.5192165374,0.0099999990
544,-3,0,-0.1577395200,0.0828684616,-3.1204097270,0.0099999990
545,-7,0,-0.1953877067,0.1026326656,-3.8650288581,0.0099999990
546,-15,1,-0.2420212745,0.2193254232,-3.5423831939,0.0099999990
547,-26,1,-0.2537045955,0.1300797224,-4.9684638977,0.0099999990
548,-40,2,-0.3124080181,0.2528831481,-4.8874521255,0.0099999990
549,-60,4,-0.3391579151,0.3559698581,-4.1215968132,0.0099999990
550,-85,5,-0.3243749618,0.2494348526,-4.9771890640,0.0099999990
551,-110,7,-0.3485671997,0.3507266998,-4.1665291786,0.0099999990
552,-136,9,-0.3308353662,0.3348561525,-3.7187914848,0.0099999990
553,-165,11,-0.3053003311,0.3146613836,-3.1196630001,0.0099999990
554,-192,12,-0.2702047348,0.1972398757,-3.5764245986,0.0099999990
555,-217,14,-0.2693470716,0.2853850173,-2.2703747749,0.0099999990
556,-238,15,-0.2205872058,0.1610184907,-2.4539535045,0.0099999990
557,-258,17,-0.2026975393,0.2402199506,-0.8110321044,0.0099999990
558,-274,18,-0.1328426837,0.1047769784,-0.5773906707,0.0099999990
