887,-489,15,0.1246799826,-0.2118047475,1.9890394210
888,-480,15,0.1366528391,-0.1199340820,3.5388774871
889,-469,14,0.2000655174,-0.2518944740,3.4564642906
890,-454,12,0.2291412115,-0.3572890281,2.6800084114
891,-436,11,0.2151631355,-0.2457260608,3.6780893802
892,-415,10,0.2450267314,-0.2610055208,4.2124004364
893,-393,8,0.2799290657,-0.3718531131,3.5264368057
894,-368,7,0.2722519397,-0.2637212276,4.6549277305
895,-341,4,0.3101146221,-0.4736332416,2.6454639434
896,-312,2,0.2549654006,-0.3340010404,2.7811655998
897,-281,0,0.2320635795,-0.3172476530,2.1840372085
898,-256,-1,0.1983884429,-0.1971574783,2.7502455711
899,-233,-3,0.2022803544,-0.2933835792,1.3984956741
900,-212,-4,0.1542527914,-0.1632042884,1.6997869014
901,-194,-5,0.1410788917,-0.1550366878,1.3511202335
902,-178,-6,0.1215093612,-0.1410483360,0.9019094467
903,-167,-7,0.0949786281,-0.1233037710,0.3086314201
904,-160,-7,0.0595991802,-0.0055877566,0.8878171920
905,-156,-8,0.0630995702,-0.1048656105,-0.4237093925
906,-156,-7,0.0163636264,0.1164615750,1.3061118125
907,-156,-7,0.0566849327,-0.0084940795,0.7692371368
908,-154,-7,0.0572444057,-0.0064864158,0.8116675376
909,-154,-7,0.0590981197,-0.0075627565,0.8487977027
910,-154,-7,0.0614113855,-0.0088227386,0.8962343215
911,-154,-7,0.0643388986,-0.0104191899,0.9562417030
912,-154,-7,0.0680428409,-0.0124389529,1.0321652889
913,-154,-7,0.0727291631,-0.0149945020,1.1282248497
914,-153,-7,0.0786583948,-0.0182275772,1.2499345541
915,-153,-7,0.0861665916,-0.0223286747,1.4037473201
916,-151,-7,0.0956628322,-0.0275065302,1.5987478256
917,-150,-7,0.1076905369,-0.0340787768,1.8452833175
918,-147,-7,0.1229079961,-0.0423828983,2.1576423645
919,-143,-7,0.1421774864,-0.0529103279,2.5530481338
920,-138,-8,0.1665635824,-0.1613460779,1.6993498802
921,-131,-8,0.1473426914,-0.0501908683,2.6395533084
922,-123,-9,0.1723901653,-0.1612684154,1.7697174549
923,-114,-9,0.1529071235,-0.0499387979,2.7053031921
924,-106,-10,0.1776508712,-0.1608651256,1.8290512084
925,-96,-11,0.1577668094,-0.1444284343,1.4025205612
926,-87,-11,0.1319257974,-0.0319586992,2.1769700050
927,-77,-12,0.1474850273,-0.1378237009,1.1134948730
928,-70,-13,0.1160190105,-0.1150866746,0.4488435745
929,-64,-13,0.0754977941,0.0054084062,0.9221353530
930,-62,-13,0.0724839591,0.0048019886,0.8309074401
931,-60,-14,0.0675711631,-0.0875939178,-0.6230358123
932,-61,-14,0.0112925326,0.0437870025,-0.4435651779
933,-62,-14,-0.0105782938,0.0534588098,-0.9218948364
934,-63,-14,-0.0393608617,0.0692113637,-1.5112922191
935,-64,-14,-0.0757555580,0.0890632820,-2.2574057579
936,-66,-14,-0.1218065977,0.1141817569,-3.2016136646
937,-71,-13,-0.1800712585,0.2410787343,-3.0425305366
938,-81,-13,-0.2037207841,0.1533008813,-4.8620033264
939,-95,-12,-0.2830279350,0.2939861297,-5.1051445007
940,-116,-11,-0.3322142124,0.3152527332,-6.0957736968
941,-144,-9,-0.3937935352,0.4407488822,-5.9563107490
942,-179,-7,-0.4198471069,0.4461592674,-6.4233570098
943,-220,-4,-0.4503381252,0.5514099121,-5.5977411270
944,-266,-1,-0.4352564334,0.5310907840,-5.1724219322
945,-314,2,-0.4119001865,0.5085549354,-4.5474395751
946,-367,5,-0.3769626617,0.4796648502,-3.6864261627
947,-411,8,-0.3274225711,0.4428481101,-2.5240817070
948,-452,11,-0.2593326091,0.3958548355,-0.9818010330
949,-486,13,-0.1677936935,0.2409446239,-0.3119859695
951,-527,15,-0.0520377397,0.0773186683,0.9124917030
952,-535,15,0.0072805285,-0.0534675121,0.8236198425
953,-535,15,0.0340442371,-0.0657972097,1.4022092819
954,-532,15,0.0690161323,-0.0849181365,2.1189043521
955,-527,14,0.1132478952,-0.2041685581,1.6720993518
956,-519,13,0.1191301460,-0.2018144130,1.7729628086
957,-510,12,0.1258513689,-0.2021991014,1.8609865188
958,-500,12,0.1325321793,-0.1074049472,3.3030171394
959,-487,11,0.1892739677,-0.2357348918,3.0841088294
960,-473,10,0.2099282503,-0.2414386272,3.4887545108
961,-455,8,0.2353661537,-0.3471807241,2.6073732376
962,-436,7,0.2156620264,-0.2324630737,3.4886777400
963,-417,5,0.2382931709,-0.3389185667,2.5202217102
964,-393,4,0.2139445304,-0.2216237545,3.3077623844
965,-373,3,0.2307623386,-0.2298315763,3.5739309787
966,-351,1,0.2491318225,-0.3316559314,2.5491786003
967,-329,-1,0.2205309152,-0.3072269201,1.8941826820
968,-308,-2,0.1818268871,-0.1844367408,2.3560695648
969,-286,-4,0.1793102264,-0.2771403312,0.8731555938
970,-270,-5,0.1231817364,-0.1425383090,1.0076134204
971,-257,-6,0.0997294425,-0.1287328958,0.4478468894
972,-248,-6,0.0671498250,-0.0125061273,1.0852602767
973,-243,-7,0.0742235898,-0.1137468218,-0.1530379056
974,-240,-7,0.0319983839,0.0100027322,0.3156040668
975,-239,-7,0.0279491806,0.0099287624,0.2025575399
977,-239,-6,0.0138567626,0.1127690672,1.2683405876
978,-239,-6,0.0540086650,-0.0098322029,0.7579441070
979,-238,-6,0.0554622077,-0.0083630676,0.8178562164
980,-238,-6,0.0584158468,-0.0100312829,0.8776377677
981,-238,-6,0.0621246623,-0.0120524764,0.9536776542
982,-238,-6,0.0668177652,-0.0146117210,1.0498760938
983,-238,-6,0.0727555704,-0.0178496837,1.1715885400
984,-238,-6,0.0802682113,-0.0219464302,1.3255820274
985,-237,-6,0.0897733783,-0.0271295309,1.5205906867
986,-236,-6,0.1018059134,-0.0336976051,1.7673156261
987,-234,-7,0.1170231223,-0.1371141076,0.7254202365
988,-232,-7,0.0861921405,-0.0196086168,1.4270444869
989,-231,-7,0.0965378665,-0.0275249481,1.6091616153
990,-229,-7,0.1085191841,-0.0340138077,1.8556857109
991,-226,-7,0.1237127065,-0.0423129796,2.1674463748
992,-222,-7,0.1429479122,-0.0528214550,2.5621531009
993,-217,-8,0.1672907924,-0.1612337207,1.7075679302
994,-209,-8,0.1480151653,-0.0500484704,2.6468217372
995,-200,-9,0.1729997634,-0.1610982990,1.7757802009
996,-192,-10,0.1534305667,-0.1448406600,1.3552660942
997,-184,-10,0.1279717206,-0.0325657129,2.1375598907
998,-177,-11,0.1440148591,-0.1386889820,1.0835683345
999,-171,-12,0.1131449818,-0.1162568330,0.4312337875
1000,-166,-12,0.0733816051,0.0038311481,0.9199713706
1001,-165,-12,0.0713233470,0.0027099847,0.8482448577
1002,-164,-12,0.0676260948,0.0047698020,0.7732069492
1003,-164,-12,0.0629759359,0.0072979927,0.6777877807
1004,-164,-12,0.0570887184,0.0105085372,0.5571142196
1005,-164,-12,0.0496401548,0.0145702362,0.4044328212
1006,-164,-12,0.0402160120,0.0197093486,0.2112576484
1008,-165,-13,0.0131902265,-0.0606586933,-1.6968713760
1009,-166,-13,-0.0560076999,0.0777814388,-1.7820321083
1010,-168,-13,-0.0942173767,0.0963624763,-2.5954518318
1011,-173,-12,-0.1436691188,0.2185045480,-2.2550480365
1012,-180,-12,-0.1561433696,0.1246321201,-3.8449482917
1013,-190,-12,-0.2213024616,0.1624704599,-5.1517372131
1014,-205,-11,-0.3026663064,0.3019643306,-5.4678311347
1015,-228,-10,-0.3555943965,0.3253300666,-6.5347223281
1016,-257,-8,-0.4218917846,0.4534109115,-6.4919834136
1017,-295,-5,-0.4539055824,0.5571895599,-5.7275581359
1018,-340,-2,-0.4418598651,0.5385577678,-5.3638801574
1019,-386,1,-0.4223230361,0.5180975914,-4.8169393539
1020,-434,4,-0.3922086238,0.4918251037,-4.0541081428
1021,-480,7,-0.3487456798,0.4582884311,-3.0171198844
1022,-524,10,-0.2883738327,0.4155174255,-1.6333761215
1023,-563,12,-0.2066123008,0.2659581184,-1.1645724773
1024,-594,14,-0.1478561878,0.2296178340,0.1670293807
1025,-616,15,-0.0688346099,0.0848008346,0.5308546066
1026,-630,16,-0.0153433918,0.0546045303,1.7060506343
1027,-636,16,0.0552308511,-0.0823336791,1.8480573654
1028,-634,15,0.0962318801,-0.1975520896,1.3645792007
1029,-629,15,0.0991298198,-0.0984896469,2.7574207782
1030,-623,14,0.1521347141,-0.2247987985,2.4604990482
1031,-614,13,0.1680086135,-0.2278488874,2.7669277191
1032,-602,12,0.1873994922,-0.2351496219,3.1150686740
1033,-588,11,0.2101159334,-0.2442312717,3.5321478843
1034,-572,10,0.2370684862,-0.2556372165,4.0362091064
1035,-551,8,0.2693765163,-0.3650877952,3.2966628074
1036,-529,7,0.2584019899,-0.2551512241,4.3571414947
1037,-504,5,0.2920868396,-0.3676530838,3.6160368919
1038,-476,3,0.2817424583,-0.3531465530,3.3367190361
1039,-447,0,0.2661715030,-0.4332352161,1.5654702186
1040,-419,-2,0.1927668571,-0.2859229850,1.2966825962
1041,-396,-3,0.1456565380,-0.1607999563,1.5567896366
1042,-374,-5,0.1314135074,-0.2470719814,-0.1660010814
1043,-361,-6,0.0604666137,-0.1043905973,-0.3358159065
1046,-353,-6,0.0030234479,0.0209178328,-0.2674993991
1047,-354,-6,-0.0083184652,0.0271016955,-0.5001687049
1048,-354,-6,-0.0226753091,0.0349374413,-0.7943644523
1049,-354,-6,-0.0408365917,0.0448408699,-1.1666350364
1050,-355,-6,-0.0638147449,0.0573709583,-1.6378118991
1051,-357,-6,-0.0928936100,0.0732344388,-2.2341237068
1052,-359,-6,-0.1296943426,0.0933153629,-2.9886293411
1053,-366,-6,-0.1762616539,0.1187210083,-3.9441946029
1054,-377,-5,-0.2352081775,0.2460224866,-3.7996754646
1055,-392,-4,-0.2597324609,0.2538727521,-4.2833390235
1056,-411,-3,-0.2900650787,0.2671777009,-4.8564558029
1057,-433,-1,-0.3266411781,0.3789745807,-4.2043156623
1058,-459,1,-0.3210540294,0.3670935630,-4.0217576026
1059,-486,2,-0.3114936113,0.2602217674,-5.0817022323
1060,-516,4,-0.3458750486,0.3730849027,-4.3559722900
1061,-547,7,-0.3364429712,0.4542217254,-2.7413439750
1062,-579,9,-0.2719446420,0.3118305683,-2.6549448966
1063,-608,11,-0.2360867500,0.2879803657,-1.7923228740
1064,-633,13,-0.1860125160,0.2540467977,-0.6684813499
1065,-653,14,-0.1190783138,0.1158332824,-0.5519225597
1066,-667,15,-0.0808618164,0.0939525413,0.3099888563
1068,-677,15,-0.0130824637,-0.0391968488,0.4240133285
1069,-676,15,0.0089388408,-0.0512424707,0.8750827789
1070,-674,15,0.0367888021,-0.0664349794,1.4462153911
1071,-673,15,0.0720350742,-0.0856683254,2.1686871051
1072,-670,15,0.1166293382,-0.1099921464,3.0832073688
1073,-666,14,0.1730572462,-0.2358944416,2.8862123489
1074,-657,14,0.1943731784,-0.1468373537,4.6577706336
1075,-644,13,0.2707248687,-0.2859045219,4.8402462005
1076,-625,12,0.3161686420,-0.3051241636,5.7539019584
1077,-598,10,0.3730032444,-0.4280195236,5.5171914100
1078,-564,8,0.3930540275,-0.4301504611,5.8611025810
1079,-524,5,0.4159468650,-0.5312510013,4.8796596527
1080,-479,2,0.3912487506,-0.5056817054,4.2571372985
1081,-433,-1,0.3557224512,-0.4765030860,3.3824348449
1082,-381,-4,0.3053774356,-0.4391978263,2.2056074142
1083,-340,-7,0.2363437175,-0.3917451381,0.6432504653
1085,-277,-11,0.0709033393,-0.1922150230,-1.6686823368
1086,-261,-12,-0.0257513880,-0.0377569198,-2.3946318626
1087,-255,-13,-0.1015777111,0.0046575069,-4.0285005569
1088,-258,-12,-0.2004325628,0.2521813392,-3.3969726562
1089,-269,-11,-0.2271525382,0.2589642524,-3.9549501419
1090,-285,-10,-0.2613477468,0.2743999958,-4.6064076423
1091,-305,-8,-0.3027800321,0.3888245105,-4.0537414550
1092,-329,-6,-0.3033345699,0.3802798271,-3.9969029426
1093,-355,-4,-0.3015286445,0.3727356433,-3.8617305755
1094,-381,-2,-0.2956278038,0.3629207372,-3.6431188583
1095,-410,0,-0.2845644760,0.3502908229,-3.3191952705
1096,-441,2,-0.2669882297,0.3341293811,-2.8618435859
1097,-467,4,-0.2411744117,0.3134898662,-2.2346053123
1098,-491,5,-0.2049096584,0.1920053958,-2.7473258972
1099,-512,7,-0.2055100917,0.2864298629,-1.3278563022
1100,-530,8,-0.1533087635,0.1539616584,-1.5432558059
1101,-542,9,-0.1348416090,0.1428887271,-1.0853184509
1102,-552,10,-0.1085464000,0.1251937150,-0.4977427482
1103,-557,11,-0.0734876108,0.1027601361,0.2708523273
1105,-557,11,-0.0171151924,-0.0242242813,0.1520245647
1106,-556,11,-0.0031367712,-0.0319031476,0.4379782676
1107,-556,11,0.0145277690,-0.0415414571,0.7999903678
1108,-556,11,0.0368746042,-0.0537272691,1.2580566406
1109,-554,11,0.0651484394,-0.0691449642,1.8379565238
1110,-551,11,0.1009339094,-0.0886722183,2.5718224048
1111,-546,11,0.1462230443,-0.1133880615,3.5007524490
1112,-537,10,0.2035362482,-0.2397856235,3.3225891590
1113,-523,9,0.2259879350,-0.2464926242,3.7637715339
1114,-505,8,0.2536983728,-0.2583612918,4.2830533981
1115,-483,7,0.2869633674,-0.2732337951,4.9172048568
1116,-456,5,0.3272839069,-0.3870928001,4.3424000740
1117,-424,3,0.3264558792,-0.3778392076,4.2579860687
1118,-389,1,0.3229289531,-0.3694080352,4.0883841514
1119,-348,-2,0.3148724079,-0.4535866737,2.4733061790
1120,-312,-4,0.2510543823,-0.3115820884,2.4013257026
1121,-279,-6,0.2160747289,-0.2882367324,1.5570425987
1122,-250,-8,0.1671241521,-0.2549416542,0.4565722942
1123,-227,-9,0.1016241192,-0.1175361871,0.3695772886
1124,-211,-10,0.0652283430,-0.0966677093,-0.4549303531
1125,-202,-10,0.0162935495,0.0284573440,-0.1530342340
1126,-198,-10,0.0026740927,0.0336133241,-0.4615933418
1127,-198,-10,-0.0156451797,0.0436269664,-0.8367837905
1128,-200,-10,-0.0388114309,0.0562589168,-1.3119955062
1129,-201,-9,-0.0681252098,0.1673695468,-0.5587871074
1130,-203,-9,-0.0551197910,0.0595776462,-1.6258898735
1131,-203,-9,-0.0880222129,0.0797947025,-2.2701988220
1132,-205,-8,-0.1285266284,0.1969428634,-1.7474038600
1133,-209,-8,-0.1297179336,0.0969005775,-3.1057446002
1134,-214,-7,-0.1805813789,0.2220365524,-2.7648296356
1135,-223,-7,-0.1937519454,0.1284935474,-4.3700089454
1136,-234,-6,-0.2598195314,0.2619540214,-4.3413233757
1137,-251,-5,-0.2922383308,0.2740577220,-4.9878311157
1138,-272,-3,-0.3325874328,0.3879513263,-4.4123392105
1139,-299,-1,-0.3317484378,0.3786516189,-4.3273816108
1140,-328,1,-0.3281958580,0.3701746463,-4.1566562652
1141,-358,3,-0.3200943946,0.3591788053,-3.8933639526
1142,-389,5,-0.3062626361,0.3450655937,-3.5126833915
1143,-420,8,-0.2851736068,0.4221135139,-1.6290845870
1144,-452,10,-0.2048154354,0.2710229158,-1.2182655334
1145,-472,11,-0.1489258861,0.1411400413,-1.2975413799
1146,-490,13,-0.1235427737,0.2213169336,0.6540079116
1147,-501,13,-0.0384957523,-0.0241917371,-0.2412338018
1148,-505,14,-0.0285294628,0.0700314044,1.3766379356
1149,-505,14,0.0363761234,-0.0661433935,1.3726471662
1150,-500,13,0.0691021347,-0.1768372058,0.7202186584
1151,-495,13,0.0615551376,-0.0720995664,1.8986885070
1152,-490,13,0.1013444781,-0.0960898399,2.6847805976
1153,-484,13,0.1505948781,-0.1229280233,3.6955785751
1154,-473,12,0.2129448413,-0.2520792484,3.6209044456
1155,-458,11,0.2417782306,-0.2622793197,4.1928958892
1156,-438,10,0.2775628328,-0.2785573005,4.8779377937
1157,-413,8,0.3210432529,-0.3941254138,4.3677501678
1158,-379,6,0.3242074966,-0.3870352268,4.3656892776
1159,-347,4,0.3257509231,-0.3813834667,4.2993159294
1160,-312,2,0.3240931510,-0.3739197492,4.1687140464
1161,-275,0,0.3184365749,-0.3642969131,3.9561986923
1162,-238,-3,0.3077128410,-0.4470360279,2.2855734825
1163,-201,-5,0.2404878616,-0.3031460762,2.1442918777
1164,-165,-7,0.2012174606,-0.2774676322,1.2124781608
1166,-119,-10,0.0744757652,-0.1000652313,-0.2279573678
1167,-107,-10,0.0293785457,0.0206795930,0.1228218317
1168,-100,-11,0.0195026922,-0.0712864971,-1.4621479511
1169,-99,-11,-0.0441394424,0.0641272640,-1.4330434799
1170,-101,-10,-0.0752959251,0.1739607429,-0.7479915618
1171,-105,-9,-0.0657367134,0.1632179641,-0.5312364101
1172,-108,-9,-0.0528899955,0.0577931404,-1.5715660095
1173,-109,-9,-0.0848820114,0.0774691677,-2.1979737281
1174,-111,-8,-0.1242626905,0.1940123462,-1.6520414352
1175,-115,-8,-0.1240283966,0.0931923961,-2.9811639785
1176,-119,-7,-0.1730882644,0.2173450469,-2.6031060218
1177,-126,-7,-0.1839705085,0.1225477457,-4.1611256599
1178,-136,-6,-0.2471334457,0.2544111728,-4.0729036331
1179,-150,-5,-0.2758772850,0.2645049333,-4.6436514854
1180,-169,-4,-0.3115705490,0.2807276535,-5.3267216682
1181,-193,-2,-0.3549317121,0.3962242317,-4.8140053749
1182,-223,1,-0.3579322099,0.4841510772,-3.4539127349
1183,-256,3,-0.3091526031,0.3503244161,-3.6899785995
1184,-287,5,-0.2931921005,0.3373310089,-3.2354664802
1185,-317,7,-0.2683019638,0.3171429872,-2.6285328865
1186,-345,9,-0.2332469463,0.2914578914,-1.8122906684
