502,-211,9,0.1831343746,-0.1267578005,4.0405673980,0.0500000000
503,-198,8,0.2422320127,-0.2497560977,3.9671876907,0.0500000000
504,-180,7,0.2694591283,-0.2608708858,4.4556040763,0.0500000000
505,-157,5,0.3013407230,-0.3664127588,3.7939887046,0.0500000000
506,-128,3,0.2930200099,-0.3554695606,3.5322818756,0.0500000000
507,-102,1,0.2791370868,-0.3413802623,3.1633596420,0.0500000000
508,-71,-1,0.2584686040,-0.3237276554,2.6603713035,0.0500000000
509,-41,-3,0.2294011831,-0.3016698837,1.9912282943,0.0500000000
510,-13,-4,0.1899250793,-0.1819383811,2.3612258434,0.0500000000
511,11,-6,0.1836373710,-0.2672220230,0.9476234436,0.0500000000
512,30,-7,0.1281464576,-0.1393100624,0.9979138374,0.0500000000
513,47,-8,0.1019093275,-0.1219065785,0.4347445964,0.0500000000
514,58,-9,0.0677850914,-0.1005911231,-0.2873726367,0.0500000000
515,63,-9,0.0237781262,0.0181254148,0.0400100803,0.0500000000
516,63,-9,0.0136044800,0.0237009525,-0.1584301233,0.0500000000
517,62,-8,0.0011019389,0.1224816441,0.8392201423,0.0500000000
518,61,-8,0.0316892623,0.0110484957,0.2491391420,0.0500000000
519,62,-8,0.0253428649,0.0141577124,0.1206766247,0.0500000000
520,61,-8,0.0173737621,0.0183473825,-0.0370517969,0.0500000000
521,61,-8,0.0074995636,0.0235388875,-0.2324122905,0.0500000000
522,61,-7,-0.0047373170,0.1221793889,0.7705021381,0.0500000000
523,61,-7,0.0261793971,0.0105724930,0.1869444084,0.0500000000
524,62,-7,0.0202412748,0.0134667158,0.0665472602,0.0500000000
525,61,-7,0.0127774786,0.0173911452,-0.0811882114,0.0500000000
526,61,-7,0.0035290794,0.0222541093,-0.2641736507,0.0500000000
527,61,-7,-0.0079278945,0.0282757282,-0.4908436298,0.0500000000
528,61,-7,-0.0221203637,0.0357331037,-0.7716120719,0.0500000000
529,61,-7,-0.0397006511,0.0449687862,-1.1193772554,0.0500000000
530,60,-8,-0.0614716434,-0.0358052849,-2.7950451374,0.0500000000
531,58,-8,-0.1345133066,0.0979294204,-3.0447750091,0.0500000000
532,52,-7,-0.1807580184,0.2146529674,-2.7116110324,0.0500000000
533,43,-7,-0.1918551254,0.1251047253,-4.1261453628,0.0500000000
534,29,-6,-0.2498342514,0.2475327253,-4.0309028625,0.0500000000
535,14,-5,-0.2756856441,0.2579436779,-4.4922709465,0.0500000000
536,-8,-4,-0.3058644294,0.2703980207,-5.0422182083,0.0500000000
537,-33,-3,-0.3415135145,0.2857283592,-5.7003536224,0.0500000000
538,-65,-1,-0.3839425563,0.3968301296,-5.2476658821,0.0500000000
539,-97,1,-0.3886969089,0.3927749156,-5.2447390556,0.0500000000
540,-136,4,-0.3910193920,0.4794236183,-3.9517273902,0.0500000000
541,-179,6,-0.3443617582,0.3527714967,-4.1299896240,0.0500000000
542,-219,9,-0.3273489475,0.4290484428,-2.4574284553,0.0500000000
543,-253,11,-0.2568500518,0.2898818206,-2.1640439033,0.0500000000
544,-287,14,-0.2103051185,0.3506511449,0.0925722122,0.0500000000
545,-313,15,-0.1032262563,0.1000696420,-0.1355555057,0.0500000000
546,-330,16,-0.0574407386,0.0721982717,0.8111401557,0.0500000000
547,-339,17,0.0007798494,0.0382529497,2.0095865726,0.0500000000
548,-341,16,0.0746264410,-0.1883188438,1.0271086692,0.0500000000
549,-337,16,0.0756726360,-0.0937002944,2.2397327423,0.0500000000
550,-332,15,0.1210879087,-0.2095106840,1.8956604003,0.0500000000
551,-325,15,0.1313611268,-0.1195087432,3.2936587333,0.0500000000
552,-316,14,0.1883109569,-0.2413754463,3.1777536869,0.0500000000
553,-305,13,0.2128762483,-0.2510887384,3.6134197711,0.0500000000
554,-288,12,0.2414523601,-0.2626793861,4.1313819885,0.0500000000
555,-268,11,0.2751058578,-0.2769391059,4.7497687339,0.0500000000
556,-242,9,0.3150528907,-0.3867149829,4.2476930618,0.0500000000
557,-215,7,0.3167222023,-0.3810165214,4.1834802627,0.0500000000
558,-182,4,0.3152137756,-0.4656311988,2.8144025802,0.0500000000
