502,732,-12,0.0697097063,-0.0929015922,-0.3720129728,0.0350000000
503,744,-13,0.0216517949,-0.0642820596,-1.3695881366,0.0350000000
504,749,-13,-0.0396078224,0.0634818077,-1.3833049583,0.0350000000
505,747,-12,-0.0711496400,0.1724754571,-0.7592525482,0.0350000000
506,744,-12,-0.0640333223,0.0733554363,-1.8134256362,0.0350000000
507,740,-11,-0.0994496726,0.1839270591,-1.2717463970,0.0350000000
508,736,-11,-0.0973445892,0.0874380493,-2.4250352382,0.0350000000
509,732,-10,-0.1389676332,0.2012681961,-2.0060932636,0.0350000000
510,726,-9,-0.1445538997,0.2010262012,-2.0665156841,0.0350000000
511,718,-9,-0.1496236896,0.1080753211,-3.3646333217,0.0350000000
512,710,-8,-0.2002411842,0.2266293048,-3.1236162185,0.0350000000
513,699,-7,-0.2169684886,0.2322387695,-3.4044246673,0.0350000000
514,686,-6,-0.2358430862,0.2387477874,-3.7305908203,0.0350000000
515,670,-5,-0.2574840068,0.2467100858,-4.1115112304,0.0350000000
516,653,-3,-0.2825575351,0.3486860990,-3.3153004646,0.0350000000
517,630,-1,-0.2658069372,0.3333236694,-2.8869485855,0.0350000000
518,606,0,-0.2414814710,0.2215495109,-3.5566613674,0.0350000000
519,586,2,-0.2539606094,0.3166900157,-2.5142710208,0.0350000000
520,564,4,-0.2217193126,0.2931983947,-1.7795453071,0.0350000000
521,544,5,-0.1782083034,0.1713533163,-2.0697836875,0.0350000000
522,527,7,-0.1669248580,0.2540184497,-0.5574462413,0.0350000000
523,515,8,-0.1052492260,0.1228643655,-0.4854810237,0.0350000000
524,507,8,-0.0713497114,0.0092334747,-1.0158021450,0.0350000000
525,504,9,-0.0738115549,0.1025114059,0.1776103973,0.0350000000
526,504,9,-0.0308930587,-0.0153996348,-0.1685068607,0.0350000000
527,505,9,-0.0219641304,-0.0203150510,0.0051811337,0.0350000000
528,505,9,-0.0110130834,-0.0260625481,0.2217113018,0.0350000000
529,505,9,0.0025478398,-0.0331786870,0.4898704528,0.0350000000
530,505,9,0.0193415565,-0.0419917678,0.8219606399,0.0350000000
531,505,9,0.0401389026,-0.0529062747,1.2332277297,0.0350000000
532,506,10,0.0658896636,0.0257886648,2.9874811172,0.0350000000
533,510,10,0.1438556909,-0.1105214357,3.3345115184,0.0350000000
534,518,9,0.1961958885,-0.2304363250,3.1217920780,0.0350000000
535,532,8,0.2148431301,-0.2370529651,3.4405858516,0.0350000000
536,547,7,0.2360960483,-0.2448106050,3.8137736320,0.0350000000
537,569,6,0.2606819629,-0.2543189525,4.2530021667,0.0350000000
538,594,5,0.2894003677,-0.2660015106,4.7739567756,0.0350000000
539,623,3,0.3232415914,-0.3725855350,4.1512598991,0.0350000000
540,656,1,0.3173539161,-0.3629326581,3.9377985000,0.0350000000
541,692,-1,0.3064889669,-0.3504402399,3.6288161277,0.0350000000
542,723,-3,0.2895675849,-0.3347698688,3.1999549865,0.0350000000
543,758,-5,0.2651416778,-0.3151578426,2.6228027343,0.0350000000
544,790,-7,0.2314261436,-0.2906723976,1.8618512153,0.0350000000
545,817,-9,0.1862026596,-0.2601438760,0.8732564926,0.0350000000
546,839,-10,0.1267199397,-0.1299175024,0.8476296424,0.0350000000
547,854,-11,0.0956511402,-0.1099880332,0.1889620971,0.0350000000
548,864,-11,0.0555401372,0.0066721439,0.5935676574,0.0350000000
549,869,-11,0.0501979780,0.0096987485,0.4908324241,0.0350000000
550,871,-11,0.0436897325,0.0131108760,0.3621396541,0.0350000000
551,870,-10,0.0356252145,0.1095513105,1.4476418495,0.0350000000
552,870,-10,0.0717119693,-0.0047776103,0.9664434432,0.0350000000
553,871,-9,0.0721760845,0.0869568634,2.2177758216,0.0350000000
554,872,-9,0.1187203044,-0.0328630805,1.9433804512,0.0350000000
555,874,-9,0.1321402311,-0.0401394939,2.2059283256,0.0350000000
556,879,-9,0.1486548423,-0.0488114929,2.5326039791,0.0350000000
557,886,-9,0.1691104316,-0.0595539188,2.9372346878,0.0350000000
558,895,-10,0.1944522857,-0.1650723218,2.1935083866,0.0350000000
559,904,-10,0.1797663116,-0.0619853115,3.0980560779,0.0350000000
560,916,-11,0.2058107137,-0.1676440811,2.3711485862,0.0350000000
561,929,-12,0.1921079730,-0.1572848558,2.0501904487,0.0350000000
562,940,-12,0.1732922172,-0.0518031120,2.8759574890,0.0350000000
563,951,-13,0.1943290519,-0.1548343896,2.0499954223,0.0350000000
564,962,-13,0.1744188690,-0.0490065813,2.8512625694,0.0350000000
565,973,-14,0.1939945697,-0.1512714624,1.9964021682,0.0350000000
566,983,-14,0.1722747564,-0.0444940328,2.7618634700,0.0350000000
567,993,-15,0.1896086502,-0.1455816030,1.8626605987,0.0350000000
568,1004,-15,0.1651121234,-0.0373463630,2.5732374191,0.0350000000
569,1014,-16,0.1790081977,-0.1366304159,1.6060400962,0.0350000000
570,1024,-17,0.1502587556,-0.1183723211,0.9874872207,0.0350000000
571,1032,-17,0.1128072500,-0.0031070709,1.4446927070,0.0350000000
572,1037,-17,0.1107589483,-0.0018093585,1.4071306228,0.0350000000
573,1041,-17,0.1083312273,-0.0005406141,1.3591881990,0.0350000000
574,1043,-17,0.1053271532,0.0010308027,1.2998102951,0.0350000000
575,1045,-18,0.1016127943,-0.0892329216,-0.0186022520,0.0350000000
576,1045,-17,0.0509346485,0.1249601840,1.4190741539,0.0350000000
577,1045,-17,0.0784710693,0.0153478384,0.7716810703,0.0350000000
578,1046,-17,0.0684581518,0.0203711986,0.5708333969,0.0350000000
579,1046,-17,0.0559528398,0.0269315242,0.3235412120,0.0350000000
580,1045,-17,0.0404661130,0.0350581407,0.0172853765,0.0350000000
581,1045,-17,0.0212869477,0.0451234579,-0.3619654655,0.0350000000
582,1045,-17,-0.0024641399,0.0575878620,-0.8316393852,0.0350000000
583,1044,-17,-0.0318776416,0.0730246305,-1.4133114814,0.0350000000
584,1043,-17,-0.0683044338,0.0921431732,-2.1336717605,0.0350000000
585,1040,-17,-0.1134165883,0.1158210039,-3.0258302688,0.0350000000
586,1034,-17,-0.1692864894,0.1451472043,-4.1307740211,0.0350000000
587,1024,-16,-0.2384857177,0.2736822366,-4.2543582916,0.0350000000
588,1007,-15,-0.2781193017,0.2913153171,-4.9882187843,0.0350000000
589,987,-14,-0.3253642559,0.3127180337,-5.8754920959,0.0350000000
590,957,-12,-0.3821474075,0.4313402175,-5.7065453529,0.0350000000
591,921,-10,-0.4046740055,0.4366021156,-6.0550441741,0.0350000000
592,877,-7,-0.4290050506,0.5347957611,-5.1972060203,0.0350000000
593,837,-4,-0.4096062660,0.5146537780,-4.6693048477,0.0350000000
594,789,-1,-0.3802688121,0.4890633106,-3.9479269981,0.0350000000
595,742,1,-0.3387315034,0.3648646116,-4.2302203178,0.0350000000
596,697,4,-0.3281625509,0.4445168972,-2.6850399971,0.0350000000
597,660,7,-0.2656469821,0.4017442703,-1.3044199943,0.0350000000
598,622,9,-0.1829051017,0.2559105873,-0.7717800140,0.0350000000
599,593,11,-0.1212988615,0.2165569067,0.5379166603,0.0350000000
600,574,12,-0.0416336297,0.0757377147,0.9627300262,0.0350000000
601,565,12,0.0144372415,-0.0495268106,0.8709123611,0.0350000000
602,563,12,0.0394400005,-0.0628745555,1.3624882698,0.0350000000
603,565,12,0.0702981042,-0.0790698528,1.9727695465,0.0350000000
604,569,11,0.1085203762,-0.1913425350,1.4836866855,0.0350000000
605,574,10,0.1097881317,-0.1888328742,1.4586613178,0.0350000000
606,580,10,0.1095079898,-0.0930714607,2.6509318351,0.0350000000
607,587,9,0.1534981155,-0.2081439018,2.2788307666,0.0350000000
608,596,8,0.1620170116,-0.2094422578,2.3972647190,0.0350000000
609,606,8,0.1707192802,-0.1183991432,3.7672123908,0.0350000000
610,619,7,0.2258352279,-0.2393150806,3.6152164936,0.0350000000
611,635,5,0.2481407880,-0.3400648832,2.7613682746,0.0350000000
612,655,4,0.2278499841,-0.2306325435,3.5079414844,0.0350000000
613,676,2,0.2452174663,-0.3283351898,2.5622458457,0.0350000000
